index,label,error_type,source_file
98,1,conceptual,GSM8_Edited/0-100.json
100,0,correct,gsm8k.main.train
100,1,conceptual,GSM8_Edited/0-100.json
102,0,correct,gsm8k.main.train
102,1,conceptual,GSM8_Edited/101-200.json
103,0,correct,gsm8k.main.train
103,1,conceptual,GSM8_Edited/101-200.json
105,0,correct,gsm8k.main.train
105,1,conceptual,GSM8_Edited/101-200.json
108,0,correct,gsm8k.main.train
108,1,conceptual,GSM8_Edited/101-200.json
110,0,correct,gsm8k.main.train
110,1,conceptual,GSM8_Edited/101-200.json
112,0,correct,gsm8k.main.train
112,1,conceptual,GSM8_Edited/101-200.json
113,0,correct,gsm8k.main.train
113,1,conceptual,GSM8_Edited/101-200.json
115,0,correct,gsm8k.main.train
115,1,conceptual,GSM8_Edited/101-200.json
116,0,correct,gsm8k.main.train
116,1,conceptual,GSM8_Edited/101-200.json
117,0,correct,gsm8k.main.train
117,1,conceptual,GSM8_Edited/101-200.json
121,0,correct,gsm8k.main.train
121,1,conceptual,GSM8_Edited/101-200.json
126,0,correct,gsm8k.main.train
126,1,conceptual,GSM8_Edited/101-200.json
127,0,correct,gsm8k.main.train
127,1,conceptual,GSM8_Edited/101-200.json
130,0,correct,gsm8k.main.train
130,1,conceptual,GSM8_Edited/101-200.json
133,0,correct,gsm8k.main.train
133,1,conceptual,GSM8_Edited/101-200.json
134,0,correct,gsm8k.main.train
134,1,conceptual,GSM8_Edited/101-200.json
136,0,correct,gsm8k.main.train
136,1,conceptual,GSM8_Edited/101-200.json
140,0,correct,gsm8k.main.train
140,1,conceptual,GSM8_Edited/101-200.json
142,0,correct,gsm8k.main.train
142,1,conceptual,GSM8_Edited/101-200.json
144,0,correct,gsm8k.main.train
144,1,conceptual,GSM8_Edited/101-200.json
145,0,correct,gsm8k.main.train
145,1,conceptual,GSM8_Edited/101-200.json
146,0,correct,gsm8k.main.train
146,1,conceptual,GSM8_Edited/101-200.json
149,0,correct,gsm8k.main.train
149,1,conceptual,GSM8_Edited/101-200.json
151,0,correct,gsm8k.main.train
151,1,conceptual,GSM8_Edited/101-200.json
153,0,correct,gsm8k.main.train
153,1,conceptual,GSM8_Edited/101-200.json
154,0,correct,gsm8k.main.train
154,1,conceptual,GSM8_Edited/101-200.json
156,0,correct,gsm8k.main.train
156,1,conceptual,GSM8_Edited/101-200.json
159,0,correct,gsm8k.main.train
159,1,conceptual,GSM8_Edited/101-200.json
160,0,correct,gsm8k.main.train
160,1,conceptual,GSM8_Edited/101-200.json
163,0,correct,gsm8k.main.train
163,1,conceptual,GSM8_Edited/101-200.json
164,0,correct,gsm8k.main.train
164,1,conceptual,GSM8_Edited/101-200.json
165,0,correct,gsm8k.main.train
165,1,conceptual,GSM8_Edited/101-200.json
167,0,correct,gsm8k.main.train
167,1,conceptual,GSM8_Edited/101-200.json
169,0,correct,gsm8k.main.train
169,1,conceptual,GSM8_Edited/101-200.json
170,0,correct,gsm8k.main.train
170,1,conceptual,GSM8_Edited/101-200.json
174,0,correct,gsm8k.main.train
174,1,conceptual,GSM8_Edited/101-200.json
175,0,correct,gsm8k.main.train
175,1,conceptual,GSM8_Edited/101-200.json
176,0,correct,gsm8k.main.train
176,1,conceptual,GSM8_Edited/101-200.json
177,0,correct,gsm8k.main.train
177,1,conceptual,GSM8_Edited/101-200.json
181,0,correct,gsm8k.main.train
181,1,conceptual,GSM8_Edited/101-200.json
184,0,correct,gsm8k.main.train
184,1,conceptual,GSM8_Edited/101-200.json
185,0,correct,gsm8k.main.train
185,1,conceptual,GSM8_Edited/101-200.json
187,0,correct,gsm8k.main.train
187,1,conceptual,GSM8_Edited/101-200.json
190,0,correct,gsm8k.main.train
190,1,conceptual,GSM8_Edited/101-200.json
193,0,correct,gsm8k.main.train
193,1,conceptual,GSM8_Edited/101-200.json
196,0,correct,gsm8k.main.train
196,1,conceptual,GSM8_Edited/101-200.json
198,0,correct,gsm8k.main.train
198,1,conceptual,GSM8_Edited/101-200.json
201,0,correct,gsm8k.main.train
201,1,conceptual,GSM8_Edited/201_to_300.json
205,0,correct,gsm8k.main.train
205,1,conceptual,GSM8_Edited/201_to_300.json
208,0,correct,gsm8k.main.train
208,1,conceptual,GSM8_Edited/201_to_300.json
210,0,correct,gsm8k.main.train
210,1,conceptual,GSM8_Edited/201_to_300.json
211,0,correct,gsm8k.main.train
211,1,conceptual,GSM8_Edited/201_to_300.json
213,0,correct,gsm8k.main.train
213,1,conceptual,GSM8_Edited/201_to_300.json
214,0,correct,gsm8k.main.train
214,1,conceptual,GSM8_Edited/201_to_300.json
216,0,correct,gsm8k.main.train
216,1,conceptual,GSM8_Edited/201_to_300.json
220,0,correct,gsm8k.main.train
220,1,conceptual,GSM8_Edited/201_to_300.json
221,0,correct,gsm8k.main.train
221,1,conceptual,GSM8_Edited/201_to_300.json
223,0,correct,gsm8k.main.train
223,1,conceptual,GSM8_Edited/201_to_300.json
224,0,correct,gsm8k.main.train
224,1,conceptual,GSM8_Edited/201_to_300.json
225,0,correct,gsm8k.main.train
225,1,conceptual,GSM8_Edited/201_to_300.json
227,0,correct,gsm8k.main.train
227,1,conceptual,GSM8_Edited/201_to_300.json
229,0,correct,gsm8k.main.train
229,1,conceptual,GSM8_Edited/201_to_300.json
230,0,correct,gsm8k.main.train
230,1,conceptual,GSM8_Edited/201_to_300.json
231,0,correct,gsm8k.main.train
231,1,conceptual,GSM8_Edited/201_to_300.json
232,0,correct,gsm8k.main.train
232,1,conceptual,GSM8_Edited/201_to_300.json
233,0,correct,gsm8k.main.train
233,1,conceptual,GSM8_Edited/201_to_300.json
234,0,correct,gsm8k.main.train
234,1,conceptual,GSM8_Edited/201_to_300.json
235,0,correct,gsm8k.main.train
235,1,conceptual,GSM8_Edited/201_to_300.json
236,0,correct,gsm8k.main.train
236,1,conceptual,GSM8_Edited/201_to_300.json
237,0,correct,gsm8k.main.train
237,1,conceptual,GSM8_Edited/201_to_300.json
238,0,correct,gsm8k.main.train
238,1,conceptual,GSM8_Edited/201_to_300.json
239,0,correct,gsm8k.main.train
239,1,conceptual,GSM8_Edited/201_to_300.json
240,0,correct,gsm8k.main.train
240,1,conceptual,GSM8_Edited/201_to_300.json
242,0,correct,gsm8k.main.train
242,1,conceptual,GSM8_Edited/201_to_300.json
245,0,correct,gsm8k.main.train
245,1,conceptual,GSM8_Edited/201_to_300.json
246,0,correct,gsm8k.main.train
246,1,conceptual,GSM8_Edited/201_to_300.json
247,0,correct,gsm8k.main.train
247,1,conceptual,GSM8_Edited/201_to_300.json
248,0,correct,gsm8k.main.train
248,1,conceptual,GSM8_Edited/201_to_300.json
249,0,correct,gsm8k.main.train
249,1,conceptual,GSM8_Edited/201_to_300.json
250,0,correct,gsm8k.main.train
250,1,conceptual,GSM8_Edited/201_to_300.json
251,0,correct,gsm8k.main.train
251,1,conceptual,GSM8_Edited/201_to_300.json
252,0,correct,gsm8k.main.train
252,1,conceptual,GSM8_Edited/201_to_300.json
253,0,correct,gsm8k.main.train
253,1,conceptual,GSM8_Edited/201_to_300.json
255,0,correct,gsm8k.main.train
255,1,conceptual,GSM8_Edited/201_to_300.json
257,0,correct,gsm8k.main.train
257,1,conceptual,GSM8_Edited/201_to_300.json
258,0,correct,gsm8k.main.train
258,1,conceptual,GSM8_Edited/201_to_300.json
259,0,correct,gsm8k.main.train
259,1,conceptual,GSM8_Edited/201_to_300.json
260,0,correct,gsm8k.main.train
260,1,conceptual,GSM8_Edited/201_to_300.json
261,0,correct,gsm8k.main.train
261,1,conceptual,GSM8_Edited/201_to_300.json
263,0,correct,gsm8k.main.train
263,1,conceptual,GSM8_Edited/201_to_300.json
264,0,correct,gsm8k.main.train
264,1,conceptual,GSM8_Edited/201_to_300.json
265,0,correct,gsm8k.main.train
265,1,conceptual,GSM8_Edited/201_to_300.json
267,0,correct,gsm8k.main.train
267,1,conceptual,GSM8_Edited/201_to_300.json
268,0,correct,gsm8k.main.train
268,1,conceptual,GSM8_Edited/201_to_300.json
269,0,correct,gsm8k.main.train
269,1,conceptual,GSM8_Edited/201_to_300.json
270,0,correct,gsm8k.main.train
270,1,conceptual,GSM8_Edited/201_to_300.json
271,0,correct,gsm8k.main.train
271,1,conceptual,GSM8_Edited/201_to_300.json
272,0,correct,gsm8k.main.train
272,1,conceptual,GSM8_Edited/201_to_300.json
273,0,correct,gsm8k.main.train
273,1,conceptual,GSM8_Edited/201_to_300.json
274,0,correct,gsm8k.main.train
274,1,conceptual,GSM8_Edited/201_to_300.json
276,0,correct,gsm8k.main.train
276,1,conceptual,GSM8_Edited/201_to_300.json
277,0,correct,gsm8k.main.train
277,1,conceptual,GSM8_Edited/201_to_300.json
278,0,correct,gsm8k.main.train
278,1,conceptual,GSM8_Edited/201_to_300.json
279,0,correct,gsm8k.main.train
279,1,conceptual,GSM8_Edited/201_to_300.json
281,0,correct,gsm8k.main.train
281,1,conceptual,GSM8_Edited/201_to_300.json
282,0,correct,gsm8k.main.train
282,1,conceptual,GSM8_Edited/201_to_300.json
283,0,correct,gsm8k.main.train
283,1,conceptual,GSM8_Edited/201_to_300.json
284,0,correct,gsm8k.main.train
284,1,conceptual,GSM8_Edited/201_to_300.json
287,0,correct,gsm8k.main.train
287,1,conceptual,GSM8_Edited/201_to_300.json
288,0,correct,gsm8k.main.train
288,1,conceptual,GSM8_Edited/201_to_300.json
290,0,correct,gsm8k.main.train
290,1,conceptual,GSM8_Edited/201_to_300.json
291,0,correct,gsm8k.main.train
291,1,conceptual,GSM8_Edited/201_to_300.json
292,0,correct,gsm8k.main.train
292,1,conceptual,GSM8_Edited/201_to_300.json
293,0,correct,gsm8k.main.train
293,1,conceptual,GSM8_Edited/201_to_300.json
295,0,correct,gsm8k.main.train
295,1,conceptual,GSM8_Edited/201_to_300.json
296,0,correct,gsm8k.main.train
296,1,conceptual,GSM8_Edited/201_to_300.json
297,0,correct,gsm8k.main.train
297,1,conceptual,GSM8_Edited/201_to_300.json
299,0,correct,gsm8k.main.train
299,1,conceptual,GSM8_Edited/201_to_300.json
300,0,correct,gsm8k.main.train
300,1,conceptual,GSM8_Edited/201_to_300.json
301,0,correct,gsm8k.main.train
301,1,conceptual,GSM8_Edited/301_to_400.json
302,0,correct,gsm8k.main.train
302,1,conceptual,GSM8_Edited/301_to_400.json
303,0,correct,gsm8k.main.train
303,1,conceptual,GSM8_Edited/301_to_400.json
304,0,correct,gsm8k.main.train
304,1,conceptual,GSM8_Edited/301_to_400.json
305,0,correct,gsm8k.main.train
305,1,conceptual,GSM8_Edited/301_to_400.json
306,0,correct,gsm8k.main.train
306,1,conceptual,GSM8_Edited/301_to_400.json
308,0,correct,gsm8k.main.train
308,1,conceptual,GSM8_Edited/301_to_400.json
309,0,correct,gsm8k.main.train
309,1,conceptual,GSM8_Edited/301_to_400.json
310,0,correct,gsm8k.main.train
310,1,conceptual,GSM8_Edited/301_to_400.json
311,0,correct,gsm8k.main.train
311,1,conceptual,GSM8_Edited/301_to_400.json
312,0,correct,gsm8k.main.train
312,1,conceptual,GSM8_Edited/301_to_400.json
313,0,correct,gsm8k.main.train
313,1,conceptual,GSM8_Edited/301_to_400.json
315,0,correct,gsm8k.main.train
315,1,conceptual,GSM8_Edited/301_to_400.json
316,0,correct,gsm8k.main.train
316,1,conceptual,GSM8_Edited/301_to_400.json
317,0,correct,gsm8k.main.train
317,1,conceptual,GSM8_Edited/301_to_400.json
318,0,correct,gsm8k.main.train
318,1,conceptual,GSM8_Edited/301_to_400.json
319,0,correct,gsm8k.main.train
319,1,conceptual,GSM8_Edited/301_to_400.json
320,0,correct,gsm8k.main.train
320,1,conceptual,GSM8_Edited/301_to_400.json
321,0,correct,gsm8k.main.train
321,1,conceptual,GSM8_Edited/301_to_400.json
322,0,correct,gsm8k.main.train
322,1,conceptual,GSM8_Edited/301_to_400.json
323,0,correct,gsm8k.main.train
323,1,conceptual,GSM8_Edited/301_to_400.json
325,0,correct,gsm8k.main.train
325,1,conceptual,GSM8_Edited/301_to_400.json
326,0,correct,gsm8k.main.train
326,1,conceptual,GSM8_Edited/301_to_400.json
327,0,correct,gsm8k.main.train
327,1,conceptual,GSM8_Edited/301_to_400.json
328,0,correct,gsm8k.main.train
328,1,conceptual,GSM8_Edited/301_to_400.json
331,0,correct,gsm8k.main.train
331,1,conceptual,GSM8_Edited/301_to_400.json
333,0,correct,gsm8k.main.train
333,1,conceptual,GSM8_Edited/301_to_400.json
334,0,correct,gsm8k.main.train
334,1,conceptual,GSM8_Edited/301_to_400.json
335,0,correct,gsm8k.main.train
335,1,conceptual,GSM8_Edited/301_to_400.json
336,0,correct,gsm8k.main.train
336,1,conceptual,GSM8_Edited/301_to_400.json
337,0,correct,gsm8k.main.train
337,1,conceptual,GSM8_Edited/301_to_400.json
338,0,correct,gsm8k.main.train
338,1,conceptual,GSM8_Edited/301_to_400.json
340,0,correct,gsm8k.main.train
340,1,conceptual,GSM8_Edited/301_to_400.json
341,0,correct,gsm8k.main.train
341,1,conceptual,GSM8_Edited/301_to_400.json
343,0,correct,gsm8k.main.train
343,1,conceptual,GSM8_Edited/301_to_400.json
344,0,correct,gsm8k.main.train
344,1,conceptual,GSM8_Edited/301_to_400.json
345,0,correct,gsm8k.main.train
345,1,conceptual,GSM8_Edited/301_to_400.json
346,0,correct,gsm8k.main.train
346,1,conceptual,GSM8_Edited/301_to_400.json
347,0,correct,gsm8k.main.train
347,1,conceptual,GSM8_Edited/301_to_400.json
348,0,correct,gsm8k.main.train
348,1,conceptual,GSM8_Edited/301_to_400.json
349,0,correct,gsm8k.main.train
349,1,conceptual,GSM8_Edited/301_to_400.json
351,0,correct,gsm8k.main.train
351,1,conceptual,GSM8_Edited/301_to_400.json
352,0,correct,gsm8k.main.train
352,1,conceptual,GSM8_Edited/301_to_400.json
354,0,correct,gsm8k.main.train
354,1,conceptual,GSM8_Edited/301_to_400.json
355,0,correct,gsm8k.main.train
355,1,conceptual,GSM8_Edited/301_to_400.json
356,0,correct,gsm8k.main.train
356,1,conceptual,GSM8_Edited/301_to_400.json
357,0,correct,gsm8k.main.train
357,1,conceptual,GSM8_Edited/301_to_400.json
358,0,correct,gsm8k.main.train
358,1,conceptual,GSM8_Edited/301_to_400.json
360,0,correct,gsm8k.main.train
360,1,conceptual,GSM8_Edited/301_to_400.json
361,0,correct,gsm8k.main.train
361,1,conceptual,GSM8_Edited/301_to_400.json
362,0,correct,gsm8k.main.train
362,1,conceptual,GSM8_Edited/301_to_400.json
363,0,correct,gsm8k.main.train
363,1,conceptual,GSM8_Edited/301_to_400.json
365,0,correct,gsm8k.main.train
365,1,conceptual,GSM8_Edited/301_to_400.json
366,0,correct,gsm8k.main.train
366,1,conceptual,GSM8_Edited/301_to_400.json
367,0,correct,gsm8k.main.train
367,1,conceptual,GSM8_Edited/301_to_400.json
368,0,correct,gsm8k.main.train
368,1,conceptual,GSM8_Edited/301_to_400.json
369,0,correct,gsm8k.main.train
369,1,conceptual,GSM8_Edited/301_to_400.json
372,0,correct,gsm8k.main.train
372,1,conceptual,GSM8_Edited/301_to_400.json
374,0,correct,gsm8k.main.train
374,1,conceptual,GSM8_Edited/301_to_400.json
375,0,correct,gsm8k.main.train
375,1,conceptual,GSM8_Edited/301_to_400.json
376,0,correct,gsm8k.main.train
376,1,conceptual,GSM8_Edited/301_to_400.json
377,0,correct,gsm8k.main.train
377,1,conceptual,GSM8_Edited/301_to_400.json
378,0,correct,gsm8k.main.train
378,1,conceptual,GSM8_Edited/301_to_400.json
379,0,correct,gsm8k.main.train
379,1,conceptual,GSM8_Edited/301_to_400.json
380,0,correct,gsm8k.main.train
380,1,conceptual,GSM8_Edited/301_to_400.json
383,0,correct,gsm8k.main.train
383,1,conceptual,GSM8_Edited/301_to_400.json
385,0,correct,gsm8k.main.train
385,1,conceptual,GSM8_Edited/301_to_400.json
386,0,correct,gsm8k.main.train
386,1,conceptual,GSM8_Edited/301_to_400.json
387,0,correct,gsm8k.main.train
387,1,conceptual,GSM8_Edited/301_to_400.json
389,0,correct,gsm8k.main.train
389,1,conceptual,GSM8_Edited/301_to_400.json
390,0,correct,gsm8k.main.train
390,1,conceptual,GSM8_Edited/301_to_400.json
391,0,correct,gsm8k.main.train
391,1,conceptual,GSM8_Edited/301_to_400.json
392,0,correct,gsm8k.main.train
392,1,conceptual,GSM8_Edited/301_to_400.json
393,0,correct,gsm8k.main.train
393,1,conceptual,GSM8_Edited/301_to_400.json
395,0,correct,gsm8k.main.train
395,1,conceptual,GSM8_Edited/301_to_400.json
396,0,correct,gsm8k.main.train
396,1,conceptual,GSM8_Edited/301_to_400.json
397,0,correct,gsm8k.main.train
397,1,conceptual,GSM8_Edited/301_to_400.json
399,0,correct,gsm8k.main.train
399,1,conceptual,GSM8_Edited/301_to_400.json
400,0,correct,gsm8k.main.train
400,1,conceptual,GSM8_Edited/301_to_400.json
501,0,correct,gsm8k.main.train
501,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
502,0,correct,gsm8k.main.train
502,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
505,0,correct,gsm8k.main.train
505,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
507,0,correct,gsm8k.main.train
507,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
508,0,correct,gsm8k.main.train
508,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
509,0,correct,gsm8k.main.train
509,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
700,0,correct,gsm8k.main.train
700,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
701,0,correct,gsm8k.main.train
701,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
702,0,correct,gsm8k.main.train
702,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
703,0,correct,gsm8k.main.train
703,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
704,0,correct,gsm8k.main.train
704,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
705,0,correct,gsm8k.main.train
705,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
706,0,correct,gsm8k.main.train
706,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
707,0,correct,gsm8k.main.train
707,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
708,0,correct,gsm8k.main.train
708,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
709,0,correct,gsm8k.main.train
709,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
710,0,correct,gsm8k.main.train
710,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
711,0,correct,gsm8k.main.train
711,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
712,0,correct,gsm8k.main.train
712,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
713,0,correct,gsm8k.main.train
713,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
714,0,correct,gsm8k.main.train
714,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
715,0,correct,gsm8k.main.train
715,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
716,0,correct,gsm8k.main.train
716,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
717,0,correct,gsm8k.main.train
717,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
718,0,correct,gsm8k.main.train
718,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
719,0,correct,gsm8k.main.train
719,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
720,0,correct,gsm8k.main.train
720,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
721,0,correct,gsm8k.main.train
721,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
722,0,correct,gsm8k.main.train
722,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
723,0,correct,gsm8k.main.train
723,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
724,0,correct,gsm8k.main.train
724,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
725,0,correct,gsm8k.main.train
725,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
726,0,correct,gsm8k.main.train
726,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
727,0,correct,gsm8k.main.train
727,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
728,0,correct,gsm8k.main.train
728,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
729,0,correct,gsm8k.main.train
729,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
730,0,correct,gsm8k.main.train
730,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
731,0,correct,gsm8k.main.train
731,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
732,0,correct,gsm8k.main.train
732,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
733,0,correct,gsm8k.main.train
733,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
734,0,correct,gsm8k.main.train
734,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
735,0,correct,gsm8k.main.train
735,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
736,0,correct,gsm8k.main.train
736,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
737,0,correct,gsm8k.main.train
737,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
738,0,correct,gsm8k.main.train
738,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
739,0,correct,gsm8k.main.train
739,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
740,0,correct,gsm8k.main.train
740,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
741,0,correct,gsm8k.main.train
741,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
742,0,correct,gsm8k.main.train
742,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
743,0,correct,gsm8k.main.train
743,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
744,0,correct,gsm8k.main.train
744,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
745,0,correct,gsm8k.main.train
745,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
746,0,correct,gsm8k.main.train
746,1,conceptual,data/manually_gen_incorrect_answers_gsm8k/gsm8k_annotated_500_to_999.jsonl
