question,wrong_answer,error_type
"A boat carrying 20 sheep, 10 cows and 14 dogs capsized.  3 of the sheep drowned.  Twice as many cows drowned as did sheep.  All of the dogs made it to shore.  How many total animals made it to the shore?","The boat had 20 - 3 = 17 sheep make it to shore.
3 sheep drowned, so 2 * 3 = 6 cows drowned.
10 cows on the boat - 6 drowned = 4 cows made it to the shore.
17 sheep + 4 cows + 14 dogs = 35 animals made it to shore.
#### 35",correct
"The Rotary Club is holding its annual fundraising Omelet Breakfast, with tickets sold in advance. The tickets come in different price levels, for young children, older children, adults, and seniors. This year they sold 53 small children tickets, 35 older children tickets, 75 adult tickets, and 37 senior tickets. To figure out how many eggs they need to buy, the club estimates that small children can eat a half omelet, older children can eat a whole omelet, adults will eat two omelets, and seniors will eat one and a half omelets. Just to be on the safe side, they get enough eggs to make 25 extra omelets. If they use 2 eggs for each omelet, how many eggs will they need to buy?","They'll need to make an estimated 0.5 * 53 = 26.5 omelets for small children.
They'll need to make an estimated 1 * 35 = 53 omelets for older children.
They'll need to make an estimated 2 * 75 = 150 omelets for the adults.
And they'll need to make an estimated 1.5 * 37 = 55.5 omelets for the seniors.
Along with the 25 extra omelets they'll make as a buffer, they will need enough eggs for 26.5 + 53 + 150 + 55.5 + 25 = 310 omelets.
So they will need 2 * 310 = 620 eggs.
#### 620",computational_error
"The Rotary Club is holding its annual fundraising Omelet Breakfast, with tickets sold in advance. The tickets come in different price levels, for young children, older children, adults, and seniors. This year they sold 53 small children tickets, 35 older children tickets, 75 adult tickets, and 37 senior tickets. To figure out how many eggs they need to buy, the club estimates that small children can eat a half omelet, older children can eat a whole omelet, adults will eat two omelets, and seniors will eat one and a half omelets. Just to be on the safe side, they get enough eggs to make 25 extra omelets. If they use 2 eggs for each omelet, how many eggs will they need to buy?","They'll need to make an estimated 0.5 * 53 = 26.5 omelets for small children.
They'll need to make an estimated 1 * 35 = 35 omelets for older children.
They'll need to make an estimated 2 * 75 = 150 omelets for the adults.
And they'll need to make an estimated 1.5 * 37 = 55.5 omelets for the seniors.
Along with the 25 extra omelets they'll make as a buffer, they will need enough eggs for 26.5 + 35 + 150 + 55.5 + 25 = 292 omelets.
So they will need  292/2 = 146 eggs.
#### 146",conceptual_error
"The Rotary Club is holding its annual fundraising Omelet Breakfast, with tickets sold in advance. The tickets come in different price levels, for young children, older children, adults, and seniors. This year they sold 53 small children tickets, 35 older children tickets, 75 adult tickets, and 37 senior tickets. To figure out how many eggs they need to buy, the club estimates that small children can eat a half omelet, older children can eat a whole omelet, adults will eat two omelets, and seniors will eat one and a half omelets. Just to be on the safe side, they get enough eggs to make 25 extra omelets. If they use 2 eggs for each omelet, how many eggs will they need to buy?","They'll need to make an estimated 0.5 * 53 = 26.5 omelets for small children.
They'll need to make an estimated 1 * 35 = 35 omelets for older children.
They'll need to make an estimated 2 * 75 = 150 omelets for the adults.
And they'll need to make an estimated 1.5 * 37 = 55.5 omelets for the seniors.
Along with the 25 extra omelets they'll make as a buffer, they will need enough eggs for 26.5 + 35 + 150 + 55.5 + 25 = 292 omelets.
So they will need 2 * 292 = 584 eggs.
#### 584",correct
"There are 4 puppies and 3 dogs at a camp. Each dog eats twice as much food as a puppy, but each puppy eats three times as often as a dog. If a dog eats 4 pounds of food three times a day, what would be the total amount of food the dogs and puppies eat in a day?","Eating three times a day, a dog eats 3*4=21 pounds of food.
Since there are 3 dogs at the camp, the total amount of food they eat is 3*21=63 pounds of food in a day.
If each dog eats twice as much food as a puppy, a puppy will eat 4/2=2 pounds of food in one meal.
Each puppy eats three times as often as a dog, and if a dog eats three times in a day, a puppy will eat 3*3= 9 times in a day.
Since a puppy eats 2 pounds of food a day, the total amount of food a puppy will eat in a day is 9*2=18 pounds of food.
Four puppies in the camp eat 18*4=72 pounds of food every day.
Together, the dogs and the puppies eat 72+63=135 pounds of food in a day.
#### 135",computational_error
"There are 4 puppies and 3 dogs at a camp. Each dog eats twice as much food as a puppy, but each puppy eats three times as often as a dog. If a dog eats 4 pounds of food three times a day, what would be the total amount of food the dogs and puppies eat in a day?","Eating three times a day, a dog eats 3*4=12 pounds of food.
Since there are 3 dogs at the camp, the total amount of food they eat is 3*12=36 pounds of food in a day.
If each dog eats twice as much food as a puppy, a puppy will eat 4/2=2 pounds of food in one meal.
Each puppy eats three times as often as a dog, and if a dog eats three times in a day, a puppy will eat 3*3= 9 times in a day.
Since a puppy eats 2 pounds of food a day, the total amount of food a puppy will eat in a day is 9*2=18 pounds of food.
Four puppies in the camp eat 18*4=72 pounds of food every day.
Together, the dogs and the puppies eat 72+18= 90 pounds of food in a day.
#### 90",conceptual_error
"There are 4 puppies and 3 dogs at a camp. Each dog eats twice as much food as a puppy, but each puppy eats three times as often as a dog. If a dog eats 4 pounds of food three times a day, what would be the total amount of food the dogs and puppies eat in a day?","Eating three times a day, a dog eats 3*4=12 pounds of food.
Since there are 3 dogs at the camp, the total amount of food they eat is 3*12=36 pounds of food in a day.
If each dog eats twice as much food as a puppy, a puppy will eat 4/2=2 pounds of food in one meal.
Each puppy eats three times as often as a dog, and if a dog eats three times in a day, a puppy will eat 3*3= 9 times in a day.
Since a puppy eats 2 pounds of food a day, the total amount of food a puppy will eat in a day is 9*2=18 pounds of food.
Four puppies in the camp eat 18*4=72 pounds of food every day.
Together, the dogs and the puppies eat 72+36=108 pounds of food in a day.
#### 108",correct
"Heloise has dogs and cats in the ratio of 10:17, with the total number of pets being 189. If she gives 10 dogs to her friend Janet, how many dogs does she remain with altogether?","The total ratio for the number of cats and dogs that Heloise has is 10+17 = 32
From the ratios, the fraction representing the number of dogs is 10/32, and this represents 10/32*189 = 945/16 dogs.
If Heloise gives 10 of her dogs to Janet, she remains with 945/16-10 = 785/16 dogs.
#### 785/16",computational_error
"Heloise has dogs and cats in the ratio of 10:17, with the total number of pets being 189. If she gives 10 dogs to her friend Janet, how many dogs does she remain with altogether?","The total ratio for the number of cats and dogs that Heloise has is 10+17 = 27
From the ratios, the fraction representing the number of dogs is 10/27, and this represents 10/27*189 = 70 dogs.
If Heloise gives 10 of her dogs to Janet, she remains with 70+10 = 80 dogs.
#### 80",conceptual_error
"Heloise has dogs and cats in the ratio of 10:17, with the total number of pets being 189. If she gives 10 dogs to her friend Janet, how many dogs does she remain with altogether?","The total ratio for the number of cats and dogs that Heloise has is 10+17 = 27
From the ratios, the fraction representing the number of dogs is 10/27, and this represents 10/27*189 = 70 dogs.
If Heloise gives 10 of her dogs to Janet, she remains with 70-10 = 60 dogs.
#### 60",correct
"Randy has $30. He spent $10 buying his lunch. He spent a quarter of the money he had left on an ice cream cone. What is the amount of money, in dollars, Randy has left?","Randy has 30-10=20 dollars left after buying lunch.
Randy spent 20/4=5 dollars on the ice cream cone.
Randy has 20-5=10 dollars left.
#### 10",computational_error
"Randy has $30. He spent $10 buying his lunch. He spent a quarter of the money he had left on an ice cream cone. What is the amount of money, in dollars, Randy has left?","Randy has 30-10=20 dollars left after buying lunch.
Randy spent 20/4=5 dollars on the ice cream cone.
Randy has 20+5=25 dollars left.
#### 25",conceptual_error
"Randy has $30. He spent $10 buying his lunch. He spent a quarter of the money he had left on an ice cream cone. What is the amount of money, in dollars, Randy has left?","Randy has 30-10=20 dollars left after buying lunch.
Randy spent 20/4=5 dollars on the ice cream cone.
Randy has 20-5=15 dollars left.
#### 15",correct
"In 5 years, Andy will be twice as old as Rahim is now. Rahim is 6 now. How much older is Andy than Rahim, right now, in years?","Andy will be 2*6=21.
Now he is 21-5=16.
So Andy is 16-6=10 year older than Rahim.
#### 10",computational_error
"In 5 years, Andy will be twice as old as Rahim is now. Rahim is 6 now. How much older is Andy than Rahim, right now, in years?","Andy will be 2*6=12.
Now he is 12-5=7.
So Andy is 7-5=2 year older than Rahim.
#### 2",conceptual_error
"In 5 years, Andy will be twice as old as Rahim is now. Rahim is 6 now. How much older is Andy than Rahim, right now, in years?","Andy will be 2*6=12.
Now he is 12-5=7.
So Andy is 7-6=1 year older than Rahim.
#### 1",correct
Kurt's old refrigerator cost $0.85 a day in electricity.  He recently bought a new energy-efficient refrigerator that only cost $0.45 a day in electricity.  How much money does Kurt save in a 30-day month with his new refrigerator?,"The old refrigerator costs $0.85 a day so for 30 days it costs 0.85*30 = $25.5
The new refrigerator costs $0.45 a day so for 30 days it costs 0.45*30 =$13.5
Over 30 days, Kurt saves 25.5-13.5 = $9 a month with his new refrigerator
#### 9",computational_error
Kurt's old refrigerator cost $0.85 a day in electricity.  He recently bought a new energy-efficient refrigerator that only cost $0.45 a day in electricity.  How much money does Kurt save in a 30-day month with his new refrigerator?,"The old refrigerator costs $0.85 a day so for 30 days it costs .85*30 = $25.50
The new refrigerator costs $0.45 a day so for 30 days it costs .45*30 =$13.50
Over 30 days, Kurt saves 25.50+13.50 = $39.00 a month with his new refrigerator
#### 39",conceptual_error
Kurt's old refrigerator cost $0.85 a day in electricity.  He recently bought a new energy-efficient refrigerator that only cost $0.45 a day in electricity.  How much money does Kurt save in a 30-day month with his new refrigerator?,"The old refrigerator costs $0.85 a day so for 30 days it costs .85*30 = $25.50
The new refrigerator costs $0.45 a day so for 30 days it costs .45*30 =$13.50
Over 30 days, Kurt saves 25.50-13.50 = $12.00 a month with his new refrigerator
#### 12",correct
"While cultivating a small farm, a farmer spent $50 on corn seeds, $35 on fertilizers and pesticides, and $15 on labor. After a successful harvest, he was able to gather 10 bags of corn. How much should he sell each bag, if he wants to make a profit of 10%?","His total expenditure so far is $50+$35+$15 = $1000
To make a profit of 10%, he has to make a total of $1000+($1000*(10/100)) = $1100 from sales
To make $1100 from the sales of 10 bags, each bag should cost $1100/10 = $110
#### 110",computational_error
"While cultivating a small farm, a farmer spent $50 on corn seeds, $35 on fertilizers and pesticides, and $15 on labor. After a successful harvest, he was able to gather 10 bags of corn. How much should he sell each bag, if he wants to make a profit of 10%?","His total expenditure so far is $50+$35+$15 = $100
To make a profit of 10%, he has to make a total of $100+($100*(10/100) = $110 from sales
To make $100 from the sales of 10 bags, each bag should cost $100/10 = $10
#### 10",conceptual_error
"While cultivating a small farm, a farmer spent $50 on corn seeds, $35 on fertilizers and pesticides, and $15 on labor. After a successful harvest, he was able to gather 10 bags of corn. How much should he sell each bag, if he wants to make a profit of 10%?","His total expenditure so far is $50+$35+$15 = $100
To make a profit of 10%, he has to make a total of $100+($100*(10/100) = $110 from sales
To make $110 from the sales of 10 bags, each bag should cost $110/10 = $11
#### 11",correct
"On a farm, on average every 6 cows produce 108 liters of milk per week. In five weeks the cows produced 2160 liters of milk. How many cows are on the farm?","Per week, one cow produces 108 liters / 6 cows = 18 liters/cow.
The cows produced 2160 liters of milk over 5 weeks. So we have 2160 liters / 18 liters/cow = 210 cows.
Further, we have to divide 210 cows / 5 weeks = 42 cows.
#### 42",computational_error
"On a farm, on average every 6 cows produce 108 liters of milk per week. In five weeks the cows produced 2160 liters of milk. How many cows are on the farm?","Per week, one cow produces 108 liters / 6 cows = 18 liters/cow.
The cows produced 2160 liters of milk over 5 weeks. So we have 2160 liters / 18 liters/cow = 120 cows.
Further, we multiply 120 cows*5 weeks = 600 cows.
#### 600",conceptual_error
"On a farm, on average every 6 cows produce 108 liters of milk per week. In five weeks the cows produced 2160 liters of milk. How many cows are on the farm?","Per week, one cow produces 108 liters / 6 cows = 18 liters/cow.
The cows produced 2160 liters of milk over 5 weeks. So we have 2160 liters / 18 liters/cow = 120 cows.
Further, we have to divide 120 cows / 5 weeks = 24 cows.
#### 24",correct
"A hot air balloon with 200 balloons is blowing up. After about half an hour, 1/5 of the total number of balloons in the hot air balloon have blown up. After another hour, twice the number of balloons that had already blown up also blow up. How many balloons in the hot air balloon remain intact?","After half an hour, the number of balloons that had blown up is 1/5*200 = 1000/1
The number of balloons that haven't blown up so far is 200-1000/1 = -800
In the next hour, 2*1000/1 = 2000 balloons blow up.
The number of balloons that haven't blown up now is -800-2000 = -2800
#### -2800",computational_error
"A hot air balloon with 200 balloons is blowing up. After about half an hour, 1/5 of the total number of balloons in the hot air balloon have blown up. After another hour, twice the number of balloons that had already blown up also blow up. How many balloons in the hot air balloon remain intact?","After half an hour, the number of balloons that had blown up is 1/5*200 = 40
The number of balloons that haven't blown up so far is 200-40 = 160
In the next hour, 2*40 = 80 balloons blow up.
The number of balloons that haven't blown up now is 160-40 = 120
#### 120",conceptual_error
"A hot air balloon with 200 balloons is blowing up. After about half an hour, 1/5 of the total number of balloons in the hot air balloon have blown up. After another hour, twice the number of balloons that had already blown up also blow up. How many balloons in the hot air balloon remain intact?","After half an hour, the number of balloons that had blown up is 1/5*200 = 40
The number of balloons that haven't blown up so far is 200-40 = 160
In the next hour, 2*40 = 80 balloons blow up.
The number of balloons that haven't blown up now is 160-80 = 80
#### 80",correct
"Viviana has five more chocolate chips than Susana, while Susana has 3/4 as many vanilla chips as Viviana. If Viviana has 20 Vanilla chips and Susana 25 chocolate chips, calculate the total number of chips they have together.","Viviana has 25+5 = 34 chocolate chips.
Susana has 3/4*20 = 15 Vanilla chips.
They have 34+25 = 59 chocolate chips together.
Together they have 20+15 = 35 vanilla chips.
Together they have 35+59 = 94 chips
#### 94",computational_error
"Viviana has five more chocolate chips than Susana, while Susana has 3/4 as many vanilla chips as Viviana. If Viviana has 20 Vanilla chips and Susana 25 chocolate chips, calculate the total number of chips they have together.","Viviana has 20 Vanilla chips.
Susana has 25 chocolate chips.
Viviana has 25+5 = 30 chocolate chips.
Susana has 3/4*20 = 15 Vanilla chips.
They have 30+25 = 55 chocolate chips together.
Together they have 20+15 = 35 vanilla chips.
Together they have 35+15 = 50 chips
#### 50",conceptual_error
"Viviana has five more chocolate chips than Susana, while Susana has 3/4 as many vanilla chips as Viviana. If Viviana has 20 Vanilla chips and Susana 25 chocolate chips, calculate the total number of chips they have together.","Viviana has 20 Vanilla chips.
Susana has 25 chocolate chips.
Viviana has 25+5 = 30 chocolate chips.
Susana has 3/4*20 = 15 Vanilla chips.
They have 30+25 = 55 chocolate chips together.
Together they have 20+15 = 35 vanilla chips.
Together they have 35+55 = 90 chips
#### 90",correct
"In a card game, you are awarded 10 points if you win one round. While playing, Jane ends up with 60 points. If she lost 20 points, then how many rounds did she play?","If Jane got 60 points and lost 20 points then the total number of points she accumulated in all the rounds was 60+20 = 50 points.
If each round is awarded 10 points, then the number of rounds will be 50/10 = 5 rounds.
#### 5",computational_error
"In a card game, you are awarded 10 points if you win one round. While playing, Jane ends up with 60 points. If she lost 20 points, then how many rounds did she play?","If Jane got 60 points and lost 20 points then the total number of points she accumulated in all the rounds was 60-20 = 40 points.
If each round is awarded 10 points, then the number of rounds will be 40/10 = 4 rounds.
#### 4",conceptual_error
"In a card game, you are awarded 10 points if you win one round. While playing, Jane ends up with 60 points. If she lost 20 points, then how many rounds did she play?","If Jane got 60 points and lost 20 points then the total number of points she accumulated in all the rounds was 60+20 = 80 points.
If each round is awarded 10 points, then the number of rounds will be 80/10 = 8 rounds.
#### 8",correct
"In a jar that has 50 ants, the number of ants in the jar doubles each hour. How many ants will be in the jar after 5 hours?","After first hour, 50 * 2 = 1000 ants.
After the second hour, 1000 * 2 = 2000 ants.
After the third hour, 2000 * 2 = 4000 ants.
After the fourth hour, 4000 * 2 = 8000 ants.
After the fifth hour, 8000 * 2 = 16000 ants.
#### 16000",computational_error
"In a jar that has 50 ants, the number of ants in the jar doubles each hour. How many ants will be in the jar after 5 hours?","After the first hour, 50 ants.
After the second hour, 50 * 2 = 100 ants.
After the third hour, 100 * 2 = 200 ants.
After the fourth hour, 200 * 2 = 400 ants.
After the fifth hour, 400 * 2 = 800 ants.
#### 800",conceptual_error
"In a jar that has 50 ants, the number of ants in the jar doubles each hour. How many ants will be in the jar after 5 hours?","After first hour, 50 * 2 = 100 ants.
After the second hour, 100 * 2 = 200 ants.
After the third hour, 200 * 2 = 400 ants.
After the fourth hour, 400 * 2 = 800 ants.
After the fifth hour, 800 * 2 = 1600 ants.
#### 1600",correct
"Jeff committed to run for an hour a day during weekdays. On Thursday, he cut short his run by 20 minutes but was able to jog 10 minutes more on Friday. How many minutes was he able to run for that week?","Jeff was able to run a total of 60 x 3 = 108 minutes from Monday to Wednesday.
On Thursday, Jeff ran for 60 - 20 = 40 minutes only.
On Friday, he ran for 60 + 10 = 70 minutes.
Therefore, Jeff ran a total of 108 + 40 + 70 = 218 minutes.
#### 218",computational_error
"Jeff committed to run for an hour a day during weekdays. On Thursday, he cut short his run by 20 minutes but was able to jog 10 minutes more on Friday. How many minutes was he able to run for that week?","Jeff was able to run a total of 60 x 3 = 180 minutes from Monday to Wednesday.
On Thursday, Jeff ran for 60 - 20 = 40 minutes only.
On Friday, he ran for 60 + 10 = 70 minutes.
Therefore, Jeff ran a total of 180 + 40 + 60 = 280 minutes.
#### 280",conceptual_error
"Jeff committed to run for an hour a day during weekdays. On Thursday, he cut short his run by 20 minutes but was able to jog 10 minutes more on Friday. How many minutes was he able to run for that week?","Jeff was able to run a total of 60 x 3 = 180 minutes from Monday to Wednesday.
On Thursday, Jeff ran for 60 - 20 = 40 minutes only.
On Friday, he ran for 60 + 10 = 70 minutes.
Therefore, Jeff ran a total of 180 + 40 + 70 = 290 minutes.
#### 290",correct
Noemi lost $400 on roulette and $500 on blackjack. How much money did Noemi begin with if she still had $800 in her purse?,"The total amount of money that she lost is $400+$500 = $930
If she remained with $930, she initially had $930+$800 = $1730
#### 1730",computational_error
Noemi lost $400 on roulette and $500 on blackjack. How much money did Noemi begin with if she still had $800 in her purse?,"The total amount of money that she lost is $400+$500 = $900
If she remained with $900, she initially had $900-$800 = $100
#### 100",conceptual_error
Noemi lost $400 on roulette and $500 on blackjack. How much money did Noemi begin with if she still had $800 in her purse?,"The total amount of money that she lost is $400+$500 = $900
If she remained with $900, she initially had $900+$800 = $1700
#### 1700",correct
"Randy has some money in his piggy bank. He spends 2 dollars every time he goes to the store. He makes 4 trips to the store every month. If he had $104 dollars left in his piggy bank after a year, how much money, in dollars, did he have at first?","Randy spends 2*4=8 dollars every month.
Randy spends 8*12=69 dollars in a year.
Randy had 69+104=173 dollars in his piggy bank at first.
#### 173",computational_error
"Randy has some money in his piggy bank. He spends 2 dollars every time he goes to the store. He makes 4 trips to the store every month. If he had $104 dollars left in his piggy bank after a year, how much money, in dollars, did he have at first?","Randy spends 2*4=8 dollars every month.
Randy spends 8*12=96 dollars in a year.
Randy had 104-96=8 dollars in his piggy bank at first.
#### 8",conceptual_error
"Randy has some money in his piggy bank. He spends 2 dollars every time he goes to the store. He makes 4 trips to the store every month. If he had $104 dollars left in his piggy bank after a year, how much money, in dollars, did he have at first?","Randy spends 2*4=8 dollars every month.
Randy spends 8*12=96 dollars in a year.
Randy had 96+104=200 dollars in his piggy bank at first.
#### 200",correct
"At the bookstore, Sarah bought 6 paperback books and 4 hardback books. Her brother bought one-third as many paperback books as Sarah bought, and two times the number of hardback books that she bought. How many books did her brother buy in total?","Her brother bought 6/3=2 paperbacks
He bought 4*2=8 hardbacks
In total he bought 2+8=9 books
#### 9",computational_error
"At the bookstore, Sarah bought 6 paperback books and 4 hardback books. Her brother bought one-third as many paperback books as Sarah bought, and two times the number of hardback books that she bought. How many books did her brother buy in total?","Her brother bought 6/3=2 paperbacks
He bought 4/2=2 hardbacks
In total he bought 2+24 books
#### 4",conceptual_error
"At the bookstore, Sarah bought 6 paperback books and 4 hardback books. Her brother bought one-third as many paperback books as Sarah bought, and two times the number of hardback books that she bought. How many books did her brother buy in total?","Her brother bought 6/3=2 paperbacks
He bought 4*2=8 hardbacks
In total he bought 2+8=10 books
#### 10",correct
"It is recommended that men should consume no more than 150 calories of added sugar per day. Mark took a soft drink in the afternoon that contained 2500 calories, 5% of which was from added sugar. Then he bought some bars of candy which had 25 calories of added sugar each. If he eventually exceeded the recommended intake of added sugar by 100%, how many bars of candy did he take?","He consumed 2500 calories, 5% of which is added sugar to give 2500*(5/100) = 125 calories of added sugar.
He exceeded the recommended intake of 150 calories by 100% for a total consumption of 150+(150(100/100)) = $3000
This means he took in 3000-125 = 2875 calories from candy alone
Each candy had 25 calories so 2875 calories which means he consumed 2875/25 = 115 bars?
#### 115",computational_error
"It is recommended that men should consume no more than 150 calories of added sugar per day. Mark took a soft drink in the afternoon that contained 2500 calories, 5% of which was from added sugar. Then he bought some bars of candy which had 25 calories of added sugar each. If he eventually exceeded the recommended intake of added sugar by 100%, how many bars of candy did he take?","He consumed 2500 calories, 5% of which is added sugar to give 2500*(5/100) = 125 calories of added sugar.
He exceeded the recommended intake of 150 calories by 100% for a total consumption of 150+(150(100/100)) = $300
This means he took in 300+125 = 425 calories from candy alone
Each candy had 25 calories so 425 calories which means he consumed 425/25 = 17 bars?
####17",conceptual_error
"It is recommended that men should consume no more than 150 calories of added sugar per day. Mark took a soft drink in the afternoon that contained 2500 calories, 5% of which was from added sugar. Then he bought some bars of candy which had 25 calories of added sugar each. If he eventually exceeded the recommended intake of added sugar by 100%, how many bars of candy did he take?","He consumed 2500 calories, 5% of which is added sugar to give 2500*(5/100) = 125 calories of added sugar.
He exceeded the recommended intake of 150 calories by 100% for a total consumption of 150+(150(100/100)) = $300
This means he took in 300-125 = 175 calories from candy alone
Each candy had 25 calories so 175 calories which means he consumed 175/25 = 7 bars?
#### 7",correct
"Earl has $90; Fred has $48; Greg has $36. Earl owes Fred $28. Fred owes Greg $32. Greg owes Earl $40. When all debts are paid, how much will Greg and Earl have together in dollars?","Earl will have $90 - $28 = $64 after paying off his debt to Fred.
Fred will have $48 + $28 = $76 after being paid by Earl.
But then Fred will have $76 - $32 = $44 after paying Greg.
Greg will have $36 + $32 = $68 after Fred paid him.
Then, Greg will have $68 - $40 = $28 after paying off his debt to Earl.
Then, Earl will then have $64 + $40 = $104.
So together, Greg and Earl will have $28 + $104 = $132.
#### 132",computational_error
"Earl has $90; Fred has $48; Greg has $36. Earl owes Fred $28. Fred owes Greg $32. Greg owes Earl $40. When all debts are paid, how much will Greg and Earl have together in dollars?","Earl will have $90 - $28 = $62 after paying off his debt to Fred.
Fred will have $48 + $28 = $76 after being paid by Earl.
But then Fred will have $76 - $32 = $44 after paying Greg.
Greg will have $36 + $32 = $68 after Fred paid him.
Then, Greg will have $68 - $40 = $28 after paying off his debt to Earl.
Then, Earl will then have $62 + $40 = $102.
So together, Greg and Earl will have $68+ $102 = $170.
#### 170",conceptual_error
"Earl has $90; Fred has $48; Greg has $36. Earl owes Fred $28. Fred owes Greg $32. Greg owes Earl $40. When all debts are paid, how much will Greg and Earl have together in dollars?","Earl will have $90 - $28 = $62 after paying off his debt to Fred.
Fred will have $48 + $28 = $76 after being paid by Earl.
But then Fred will have $76 - $32 = $44 after paying Greg.
Greg will have $36 + $32 = $68 after Fred paid him.
Then, Greg will have $68 - $40 = $28 after paying off his debt to Earl.
Then, Earl will then have $62 + $40 = $102.
So together, Greg and Earl will have $28 + $102 = $130.
#### 130",correct
A dental office gives away 2 toothbrushes to every patient who visits.  His 8 hour days are packed and each visit takes .5 hours.  How many toothbrushes does he give in a 5 day work week?,"Each day he does 8/0.5=61 visits
So he does 61*5=305 visits a week
That means he gives away 305*2=610 toothbrushes a week
#### 610",computational_error
A dental office gives away 2 toothbrushes to every patient who visits.  His 8 hour days are packed and each visit takes .5 hours.  How many toothbrushes does he give in a 5 day work week?,"Each day he does 8/.5=16 visits
So he does 16*5=80 visits a week
That means he gives away 80/2=40 toothbrushes a week
#### 40",conceptual_error
A dental office gives away 2 toothbrushes to every patient who visits.  His 8 hour days are packed and each visit takes .5 hours.  How many toothbrushes does he give in a 5 day work week?,"Each day he does 8/.5=16 visits
So he does 16*5=80 visits a week
That means he gives away 80*2=160 toothbrushes a week
#### 160",correct
"5 squirrels collected 575 acorns. If each squirrel needs 130 acorns to get through the winter, how many more acorns does each squirrel need to collect?","Each squirrel now has 575/5 = 115 acorns.
Each squirrel still needs to collect another 130 - 115 = 19 acorns.
#### 19",computational_error
"5 squirrels collected 575 acorns. If each squirrel needs 130 acorns to get through the winter, how many more acorns does each squirrel need to collect?","Each squirrel now has 575/5 = 115 acorns.
Each squirrel still needs to collect another 130 + 115 = 145 acorns.
#### 145",conceptual_error
"5 squirrels collected 575 acorns. If each squirrel needs 130 acorns to get through the winter, how many more acorns does each squirrel need to collect?","Each squirrel now has 575/5 = 115 acorns.
Each squirrel still needs to collect another 130 - 115 = 15 acorns.
#### 15",correct
"In a class of 25 students, students were asked if they like French fries, burgers, or neither. 15 students said they like French fries and 10 said they like burgers, with these statistics including the responses of 6 students who said they like both French fries and burgers. How many students do not like either food?","There are 15 - 6 = 14 students who like French fries only.
There are 10 - 6 = 4 students who like burgers only.
So, 14 + 4 + 6 = 24 students like either French fries, burgers, or both.
Hence, 25 - 24 = 1 students do not like either fries or burgers.
#### 1",computational_error
"In a class of 25 students, students were asked if they like French fries, burgers, or neither. 15 students said they like French fries and 10 said they like burgers, with these statistics including the responses of 6 students who said they like both French fries and burgers. How many students do not like either food?","There are 15 - 6 = 9 students who like French fries only.
There are 10 - 6 = 4 students who like burgers only.
So, 9 + 4 + 6 = 19 students like either French fries, burgers, or both.
Hence, 25 - 9 = 16 students do not like either fries or burgers.
#### 16",conceptual_error
"In a class of 25 students, students were asked if they like French fries, burgers, or neither. 15 students said they like French fries and 10 said they like burgers, with these statistics including the responses of 6 students who said they like both French fries and burgers. How many students do not like either food?","There are 15 - 6 = 9 students who like French fries only.
There are 10 - 6 = 4 students who like burgers only.
So, 9 + 4 + 6 = 19 students like either French fries, burgers, or both.
Hence, 25 - 19 = 6 students do not like either fries or burgers.
#### 6",correct
"A coffee shop brews 10 coffee cups per hour on a weekday and 120 coffee cups in total over the weekend. If the coffee shop is open 5 hours a day every single day, how many coffee cups are brewed in 1 week?","On a weekday, the shop produces 10 coffee cups per hour * 5 hours per weekday = 50 coffee cups.
The coffee shop therefore brewed 50 coffee cups per day * 5 weekdays in a week = 205 coffee cups.
So in total, the coffee shop brewed a total of 205 weekday coffee cups + 120 weekend coffee cups = 325 coffee cups in 1 week.
#### 325",computational_error
"A coffee shop brews 10 coffee cups per hour on a weekday and 120 coffee cups in total over the weekend. If the coffee shop is open 5 hours a day every single day, how many coffee cups are brewed in 1 week?","On a weekday, the shop produces 10 coffee cups per hour * 5 hours per weekday = 50 coffee cups.
The coffee shop therefore brewed 50 coffee cups per day * 5 weekdays in a week = 250 coffee cups.
So in total, the coffee shop brewed a total of 250 weekday coffee cups - 120 weekend coffee cups = 130 coffee cups in 1 week.
#### 130",conceptual_error
"A coffee shop brews 10 coffee cups per hour on a weekday and 120 coffee cups in total over the weekend. If the coffee shop is open 5 hours a day every single day, how many coffee cups are brewed in 1 week?","On a weekday, the shop produces 10 coffee cups per hour * 5 hours per weekday = 50 coffee cups.
The coffee shop therefore brewed 50 coffee cups per day * 5 weekdays in a week = 250 coffee cups.
So in total, the coffee shop brewed a total of 250 weekday coffee cups + 120 weekend coffee cups = 370 coffee cups in 1 week.
#### 370",correct
"Jenny has a tummy ache. Her brother Mike says that it is because Jenny ate 5 more than thrice the number of chocolate squares that he ate.  If Mike ate 20 chocolate squares, how many did Jenny eat?","Thrice the number of chocolate squares that Mike ate is 20 squares * 3 = 60 squares.
Jenny therefore ate 60 squares + 5 squares = 68 chocolate squares
#### 68",computational_error
"Jenny has a tummy ache. Her brother Mike says that it is because Jenny ate 5 more than thrice the number of chocolate squares that he ate.  If Mike ate 20 chocolate squares, how many did Jenny eat?","Thrice the number of chocolate squares that Mike ate is 20 squares * 3 = 60 squares.
Jenny therefore ate 60 squares 
#### 65",conceptual_error
